Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.010,10,2.387E-4,2.303,-8.340
10,1,20,0.967,20,2.984E-5,2.996,-10.420
20,1,30,1.002,30,8.842E-6,3.401,-11.636
30,1,40,1.083,40,3.730E-6,3.689,-12.499
40,1,50,0.979,50,1.910E-6,3.912,-13.168
50,1,60,0.860,60,1.105E-6,4.094,-13.715
60,1,70,0.987,70,6.960E-7,4.248,-14.178
70,1,80,1.356,80,4.663E-7,4.382,-14.578
80,1,90,1.709,90,6.550E-7,4.500,-14.239
90,2,100,1.906,100,4.775E-7,4.605,-14.555
100,2,110,2.245,110,3.587E-7,4.700,-14.841
110,2,120,2.872,120,4.145E-7,4.787,-14.696
120,3,130,1.023,130,1.087E-7,4.868,-16.035
130,1,NaN,NaN,NaN,NaN,NaN,NaN
