Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.062,10,2.387E-4,2.303,-8.340
10,1,20,0.885,20,2.984E-5,2.996,-10.420
20,1,30,0.955,30,8.842E-6,3.401,-11.636
30,1,40,1.054,40,3.730E-6,3.689,-12.499
40,1,50,1.097,50,1.910E-6,3.912,-13.168
50,1,60,1.072,60,1.105E-6,4.094,-13.715
60,1,70,1.006,70,6.960E-7,4.248,-14.178
70,1,80,0.934,80,4.663E-7,4.382,-14.578
80,1,90,0.888,90,3.275E-7,4.500,-14.932
90,1,100,0.885,100,2.387E-7,4.605,-15.248
100,1,110,0.932,110,1.794E-7,4.700,-15.534
110,1,120,1.021,120,1.382E-7,4.787,-15.795
120,1,130,1.141,130,1.087E-7,4.868,-16.035
130,1,140,1.278,140,8.700E-8,4.942,-16.257
140,1,150,1.418,150,7.074E-8,5.011,-16.464
150,1,160,1.556,160,1.166E-7,5.075,-15.965
160,2,170,1.691,170,9.718E-8,5.136,-16.147
170,2,180,1.825,180,8.187E-8,5.193,-16.318
180,2,190,1.965,190,6.961E-8,5.247,-16.480
190,2,200,2.112,200,5.968E-8,5.298,-16.634
200,2,210,2.262,210,5.156E-8,5.347,-16.781
210,2,220,2.396,220,4.484E-8,5.394,-16.920
220,2,230,2.483,230,5.886E-8,5.438,-16.648
230,3,240,2.478,240,3.454E-8,5.481,-17.181
240,2,250,2.327,250,4.584E-8,5.521,-16.898
250,3,260,1.991,260,2.717E-8,5.561,-17.421
260,2,270,1.465,270,1.213E-8,5.598,-18.228
270,1,280,0.819,280,1.088E-8,5.635,-18.337
280,1,NaN,NaN,NaN,NaN,NaN,NaN
