Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.115,10,2.387E-4,2.303,-8.340
10,1,20,0.741,20,2.984E-5,2.996,-10.420
20,1,30,0.984,30,8.842E-6,3.401,-11.636
30,1,40,1.180,40,3.730E-6,3.689,-12.499
40,1,50,1.170,50,1.910E-6,3.912,-13.168
50,1,60,1.023,60,1.105E-6,4.094,-13.715
60,1,70,0.869,70,6.960E-7,4.248,-14.178
70,1,80,0.803,80,4.663E-7,4.382,-14.578
80,1,90,0.856,90,3.275E-7,4.500,-14.932
90,1,100,0.994,100,2.387E-7,4.605,-15.248
100,1,110,1.145,110,1.794E-7,4.700,-15.534
110,1,120,1.230,120,1.382E-7,4.787,-15.795
120,1,130,1.201,130,1.087E-7,4.868,-16.035
130,1,140,1.054,140,8.700E-8,4.942,-16.257
140,1,150,0.845,150,7.074E-8,5.011,-16.464
150,1,160,0.675,160,5.828E-8,5.075,-16.658
160,1,170,0.666,170,4.859E-8,5.136,-16.840
170,1,180,0.926,180,4.093E-8,5.193,-17.011
180,1,190,1.505,190,3.481E-8,5.247,-17.173
190,1,200,2.352,200,5.968E-8,5.298,-16.634
200,2,210,3.299,210,7.733E-8,5.347,-16.375
210,3,220,4.061,220,1.121E-7,5.394,-16.004
220,5,230,4.299,230,7.849E-8,5.438,-16.360
230,4,240,3.738,240,6.908E-8,5.481,-16.488
240,4,250,2.391,250,3.056E-8,5.521,-17.304
250,2,260,0.892,260,1.358E-8,5.561,-18.114
260,1,270,0.984,270,1.213E-8,5.598,-18.228
270,1,NaN,NaN,NaN,NaN,NaN,NaN
