Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.061,10,2.387E-4,2.303,-8.340
10,1,20,0.909,20,2.984E-5,2.996,-10.420
20,1,30,0.946,30,8.842E-6,3.401,-11.636
30,1,40,1.020,40,3.730E-6,3.689,-12.499
40,1,50,1.066,50,1.910E-6,3.912,-13.168
50,1,60,1.067,60,1.105E-6,4.094,-13.715
60,1,70,1.035,70,6.960E-7,4.248,-14.178
70,1,80,0.990,80,4.663E-7,4.382,-14.578
80,1,90,0.952,90,3.275E-7,4.500,-14.932
90,1,100,0.933,100,2.387E-7,4.605,-15.248
100,1,110,0.938,110,1.794E-7,4.700,-15.534
110,1,120,0.964,120,1.382E-7,4.787,-15.795
120,1,130,1.001,130,1.087E-7,4.868,-16.035
130,1,140,1.037,140,8.700E-8,4.942,-16.257
140,1,150,1.060,150,7.074E-8,5.011,-16.464
150,1,160,1.065,160,5.828E-8,5.075,-16.658
160,1,170,1.049,170,4.859E-8,5.136,-16.840
170,1,180,1.022,180,4.093E-8,5.193,-17.011
180,1,190,0.996,190,3.481E-8,5.247,-17.173
190,1,200,0.994,200,2.984E-8,5.298,-17.327
200,1,210,1.039,210,2.578E-8,5.347,-17.474
210,1,220,1.156,220,2.242E-8,5.394,-17.613
220,1,230,1.365,230,3.924E-8,5.438,-17.054
230,2,240,1.676,240,3.454E-8,5.481,-17.181
240,2,250,2.084,250,3.056E-8,5.521,-17.304
250,2,260,2.567,260,2.717E-8,5.561,-17.421
260,2,270,3.081,270,2.426E-8,5.598,-17.535
270,2,280,3.563,280,4.350E-8,5.635,-16.950
280,4,290,3.933,290,4.894E-8,5.670,-16.833
290,5,300,4.106,300,3.537E-8,5.704,-17.157
300,4,310,4.002,310,3.205E-8,5.737,-17.256
310,4,320,3.572,320,2.186E-8,5.768,-17.639
320,3,330,2.829,330,1.993E-8,5.799,-17.731
330,3,340,1.891,340,1.215E-8,5.829,-18.226
340,2,350,1.032,350,5.568E-9,5.858,-19.006
350,1,NaN,NaN,NaN,NaN,NaN,NaN
