Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,0.989,10,2.387E-4,2.303,-8.340
10,1,20,1.008,20,2.984E-5,2.996,-10.420
20,1,30,1.056,30,8.842E-6,3.401,-11.636
30,1,40,0.977,40,3.730E-6,3.689,-12.499
40,1,50,0.897,50,1.910E-6,3.912,-13.168
50,1,60,0.937,60,1.105E-6,4.094,-13.715
60,1,70,1.121,70,6.960E-7,4.248,-14.178
70,1,80,1.386,80,4.663E-7,4.382,-14.578
80,1,90,1.633,90,6.550E-7,4.500,-14.239
90,2,100,1.789,100,4.775E-7,4.605,-14.555
100,2,110,1.834,110,3.587E-7,4.700,-14.841
110,2,120,1.797,120,1.382E-7,4.787,-15.795
120,1,130,1.716,130,2.173E-7,4.868,-15.342
130,2,140,1.590,140,1.740E-7,4.942,-15.564
140,2,150,1.350,150,7.074E-8,5.011,-16.464
150,1,160,0.922,160,5.828E-8,5.075,-16.658
160,1,NaN,NaN,NaN,NaN,NaN,NaN
